标题,帖子数,回帖数,时间,情感
国家队也是短线高手,8703,60,2017-08-28 19:49:45,0.6502852227746034
播种东邪西毒，期待收货的季节，浇水 施肥 锄草,67297,235,2017-06-07 09:51:13,0.7658936415465777
白富美本性难改 风高物燥，小心火烛，捂紧包包 ,44826,217,2017-07-05 06:57:20,0.001301243670856822
东兴的无耻已经到了无以复加地步---这一现象即,43110,130,2017-06-27 10:22:00,0.004677745450180071
咯咯笑 狂笑 瞎子狂笑 连续4年业绩翻倍，三年利,21952,56,2017-07-09 19:34:53,0.7457699793533019
小盘2.6亿业绩1.7元发行价14.39次新股杭州银行,53427,129,2017-03-27 13:30:39,0.7004243411165897
券商2017年5月底前筑完底，上车不要犹豫。,26880,27,2017-05-22 10:08:21,0.9446001363654061
继续拿着吧，反正macd红柱也重新放大了，我感觉,10031,28,2017-07-07 15:07:03,0.5440840546001756
->华泰证券+美国金融科技企业颠覆“金融系统”,339022,1058,2016-05-24 20:42:26,0.9999687895317774
->华泰证券+美国金融科技企业颠覆“金融系统”,38093,127,2016-11-27 22:23:47,0.9999687895317774
完了完了，这次8月份看的更高了20块也在向我招,76858,284,2017-07-31 15:19:41,0.4719650346981896
一心陪股友走完东兴证券从16到32元全程,62847,51,2017-04-27 14:46:40,0.8147733114166452
券商股值得逐步全仓买入和拼命捂住的根本原因,51894,44,2017-05-11 19:01:05,0.3936754425544208
超短王者技术贴今日重大更新,散户朋友必读。,135369,442,2017-05-10 16:01:12,0.8435049433087132
华通线缆启动IPO上市 辅导机构为东兴证券,11721,7,2017-08-25 20:14:54,0.3330202339704724
证金为什么要持续增持东兴证券至成为第一大流体,25159,14,2017-08-22 01:31:31,0.4131345742187945
>-新>华泰证券价值投资的芳香，需要时间来沉淀,271359,928,2016-05-24 06:28:00,0.7931494098165897
此庄画线历害，完全控制此股，5天以内必有一根,22122,39,2017-08-10 15:12:42,0.38480223430430727
2017半年报点评：资管主动管理提升 投行项目储,16699,4,2017-08-22 19:58:17,0.9549355544092797
证金，汇金这这些国家队大幅度增持券商股，代表,19001,8,2017-08-19 07:51:15,0.2659550847224197
东兴证券之潜力本质！——吹牛篇，不看后悔！,22483,27,2017-08-07 19:41:01,0.4164501740883966
瑞格股份披露未签字盖章年报审计报告 东兴证券,16675,9,2017-08-12 13:13:58,0.1783975380102386
东兴证券上半年净利润下降25% 证金公司成为第一,29244,10,2017-08-19 01:54:46,0.7266194444630997
说什么好呢,26302,45,2016-11-20 17:11:29,0.523560877286025
东兴证券上半年净利润5.65亿元 同比下降25.75%,24562,7,2017-08-19 04:51:11,0.33283883761113253
东兴证券上半年净赚5.65亿元,19650,9,2017-08-18 21:43:08,0.3832914876682094
东兴证券：上半年净利降26% 证金公司大幅增持成,26051,10,2017-08-18 21:02:36,0.022838521950863666
中报速递：东兴证券2017年上半年盈利5.65亿元，,13168,6,2017-08-18 20:16:05,0.27175868676034864
超短王者技术贴今日更新！重大风险提示！必读！,46209,122,2017-04-13 15:34:40,0.9310326463501125
东兴吧里现状,46121,172,2017-05-22 11:45:28,0.9457892284235856
601198:东兴证券2017年7月财务数据简报,40913,6,2017-08-04 18:18:31,0.3023443219436792
东兴重大消息东兴重大消息即将上头条,17087,9,2017-04-07 12:04:13,0.12759211327052633
东兴证券股票分析（2017年5月19日） 东兴证券是,52722,72,2017-05-19 17:14:15,0.5853893319518176
进场: “双重改革”受益股,社保养老金标的股,4033,3,2017-07-29 16:11:08,0.9893200488469195
骗子的套路,36308,179,2017-03-27 11:54:26,0.07738766574290534
基金抱团炒个股是中国式庞氏骗局，隐患危害大19,28939,35,2016-07-22 09:46:37,0.8652591288524708
近期关注东兴证券(601198),120065,140,2016-10-09 19:42:51,0.7947225695802527
赤裸裸放量拉高出货！骗散户，套的就是妄想抛在,50622,83,2016-03-23 15:11:53,0.1056462694895065
人们贪婪和恐惧成就了骗子的千年伟业。,6014,33,2017-06-12 11:26:53,0.9821669988516634
东兴,990,18,2015-10-22 13:28:26,0.5
对于白富美,13364,60,2017-06-15 17:23:42,0.8446184808062339
601198:东兴证券2016年年度权益分派实施公告,42677,8,2017-06-21 18:14:55,0.5700478561712888
今是哪个傻B庄往下打,爷请野驴日你妈和你奶奶b,12585,18,2016-12-06 13:14:51,0.7366385452376158
对于白富美守护神，我给几点建议：不浏览，不回,6484,26,2017-06-15 13:40:34,0.3424645293568297
隔空喊话大憨子，无论你是因为无知而做了坏人办,7351,14,2017-06-15 15:58:49,0.5129549448948268
好好的一个股吧变得乌烟瘴气,5358,27,2017-06-13 22:06:23,0.39111319815333234
白富美请悠着点,32860,233,2017-05-11 11:15:10,0.09545748137347787
601198:东兴证券关于全资子公司境外发行美元债,28025,4,2016-09-29 17:26:33,0.49267794632368056
唱多唱空都正常，拍点小砖也正常，但白富美的装,5240,31,2017-06-11 20:43:13,0.9455460895130835
斗争太复杂，坏人胆太大。只要良心在，强大我中,7184,41,2017-05-31 20:28:50,0.47304595714314734
寻狗启事 走失一只白色的1岁法斗(法国斗牛)公犬,10669,78,2017-05-24 15:16:32,0.7612880878088957
白富美大屁鼓,15441,106,2017-05-02 10:34:01,0.6860103176080502
唱空唱多都正常 发表自己的观点，展开讨论，包,3898,23,2017-06-11 20:13:28,0.9754134554643322
白富美守护神，以后骗人的把戏你还是不要搞了，,6429,36,2017-05-30 10:54:34,0.16395705501188507
白富美守护神你还有多少号来出来为自已的贴子顶,7064,50,2017-05-25 09:50:19,0.6906390364480393
白富美守护神你骗哦接着骗在拿多点号出来为自已,6857,56,2017-05-25 09:51:57,0.23430888587413312
股吧从来苍蝇多，嗡嗡嗡，嗡嗡嗡[大笑][大笑][,14491,82,2017-03-22 16:27:17,0.9168276256563582
白富美还在顶自已的贴子，时间是试金时，还要在,7423,51,2017-05-25 14:19:32,0.6640449677176277
白富美这骗子用小号又开始淫诗了，哈哈不改品性,7033,42,2017-05-26 15:36:18,0.6811765337473495
白富美守护神，出来叫爹啊,10014,69,2017-04-24 16:12:39,0.8801416265439289
苦肉计之白富美N总号回贴言,10354,58,2017-05-15 21:46:28,0.9010215452249851
白富美守护神,10319,67,2017-04-20 14:43:32,0.8303308612048848
白富美守护神,11986,71,2017-05-10 16:42:02,0.8303308612048848
这骗子白富美守护神还超短线,7899,51,2017-05-26 08:31:03,0.6834662486436356
白富美守护神要等小回调才会出来鬼叫叫别人卖的,7038,54,2017-05-25 14:06:30,0.38717786378038366
试问谁能理论过骗子呢，看见骗子就是一顿锤，大,9432,64,2017-05-22 15:14:31,0.010686324021161542
理性分析白富美守护神为什么是骗子,9578,65,2017-05-25 12:34:07,0.96899001189308
白富说守护神打脸打的他啪啪啪的就是骗子一个,10610,69,2017-05-03 14:25:12,0.007826020811597556
白富美守护神我就跟你这骗子对着干了,13583,82,2017-05-11 13:51:40,0.1485015738218739
看到白富美守护神这骗子在那自吹自擂，还恩人，,8032,59,2017-05-23 08:10:52,0.15886373300931023
白富美守护神,你个骗人的你怕我什么？把我设置,7141,48,2017-05-26 08:10:28,0.8303308612048848
白富美守护神打这骗子的脸打的他啪啪啪的响,9797,56,2017-05-03 14:26:54,0.007242857625274657
上海老梁VS白富美守护神,8407,48,2017-05-25 10:08:36,0.9474339327847932
白富美说长期不看好房地产,7102,54,2017-05-25 09:48:30,0.49042204561114366
白富美守护神好好乖乖的不要出来骗人，不然哥就,2653,15,2017-06-13 14:26:03,0.3828426276466359
白富美守护神你除了老叫别人看你以前的贴子就没,8341,56,2017-05-23 08:34:17,0.731878263720584
大家记住一点,10587,67,2017-05-05 10:01:44,0.34345287950226133
看看白富美的贴，又回复叫大家卖了，他不会错.,4858,21,2017-05-31 14:52:10,0.26565182420737277
如果这个群没有那几个常客，估计就会涨了，天天,4534,36,2017-06-13 10:13:11,0.5997493197978291
老梁早上说今天大阳，收盘说主力跟大家捉迷藏，,11296,44,2017-05-31 18:14:13,0.6360560217824749
这吧里只要不再有骂老梁和白富美的贴了，就安静,7166,29,2017-05-25 22:13:34,0.9242372375880875
Ladies and gentlemen 路过不要错过,7995,31,2017-05-26 15:41:51,0.7944002434115212
第一创业已涨了8个多点,8884,44,2017-05-25 14:03:06,0.8367051670461688
东兴证券和第一创业获准设立分支机构,66648,15,2017-06-08 19:24:13,0.84323144170538
601198:东兴证券2016年年度股东大会文件,16290,5,2017-06-07 18:23:58,0.7461376865138937
601198:东兴证券2017年5月财务数据简报,27691,8,2017-06-06 18:23:15,0.3086160488706682
又补仓了,11959,21,2017-04-28 14:53:50,0.3485697598175398
上海老梁那个傻逼又在吹牛逼了，说有机构威胁他,12485,28,2017-05-20 07:05:14,0.032149978150489256
上海老梁  你好牛逼啊,9415,19,2017-05-26 16:09:55,0.7579597913129623
601198:东兴证券公司债券2017年跟踪评级报告,18486,7,2017-05-31 16:19:42,0.16996303157112658
601198：利空出尽，加快低吸,3690,13,2017-05-25 00:34:42,0.2426439648864498
现在不是底部，下半年东兴看到18元，6月2日,24883,37,2016-06-02 23:23:08,0.0075072455700877505
上海老梁那个傻逼终于骗不下去了，说要关闭微博,4652,7,2017-05-24 10:27:46,0.03888128455479889
超短王者之节后战术贴！短期最后一贴！散户朋友,17655,43,2017-04-04 23:14:24,0.8583146503711294
东兴证券(601198)盘中即时分析12/24,355779,410,2015-12-23 18:24:42,0.9345928562320303
完了上海老梁傻逼一说话开盘就大跌,8615,24,2017-05-21 22:12:28,0.5977560378752805
我说上海老梁是个人渣大家同意么！      看看今,17630,107,2017-05-03 19:44:31,0.17715466265255952
601198:东兴证券首次公开发行限售股上市流通公,40472,11,2017-05-23 18:54:16,0.2055446487916972
恭祝2017年东兴证券全体高管后代活不过22岁,27928,74,2017-02-15 13:30:01,0.6440016120624262
等你18.5以下满仓,29907,66,2017-03-30 08:55:08,0.24679790893314069
东兴解禁：危与机仅在咫尺之间,16977,52,2017-05-19 13:29:59,0.8255486248338846
东兴证券(601198)大宗交易数据一览(05-19),49731,10,2017-05-19 18:28:01,0.22596319962749012
上海老梁那个二逼又在画大饼呢，说3016就是大底,6913,12,2017-05-17 17:47:23,0.6656548673442044
大王来寻票，国九哥CDS，同蔚祥为同一个人,14107,50,2017-04-23 23:01:30,0.43972938173393483
↔601688华泰证券+互联网金融+绩优成长蓝筹股,442783,1222,2015-09-10 06:17:37,0.999893885661202
东兴证券：解禁是造谣，加速满仓杀进！,10034,12,2017-05-16 23:21:32,0.14772121865329935
定增增厚资本，股东优势明显,30448,7,2017-04-25 23:07:44,0.9608129482032396
老梁是劵商股的大功臣,8834,14,2017-05-08 07:37:00,0.6001670770420818
东兴证券(601198)大宗交易数据一览(05-10),43800,14,2017-05-10 18:15:40,0.22596319962749012
发一贴，让上海老梁大傻逼再升升热度，让他别再,7991,31,2017-05-08 11:48:40,0.2864812352794711
601198:东兴证券2017年4月财务数据简报,43058,10,2017-05-05 18:39:18,0.2683334655151788
有意思，提前止跌了，可能券商龙头就是他,11741,17,2017-05-05 14:01:01,0.3264098138188568
讲讲自己被老梁所骗的经过  转西部证券吧,5168,10,2017-05-07 23:41:01,0.8458846500004762
老梁那个傻逼不知道今天收盘又说什么，哈哈哈,6435,24,2017-05-05 09:56:22,0.8525723643690777
敢不敢量大点？张五个点我就卖给你100手,2704,0,2017-05-05 14:18:50,0.0051694654040905785
老梁，东兴想你了，你曾经的二妹啊，现在不问了,7823,31,2017-05-03 15:43:43,0.636534316528708
建议大家向北京的证监会举报本股票机构常年做空,16143,28,2017-02-15 10:34:23,0.49598657595144
上海老梁又在微博里面说券商板块逆势走强呢，殊,12460,34,2017-04-24 17:05:56,0.8802589209094035
上海老梁中午又发出怒吼，下午券商要带领大盘反,8907,24,2017-04-27 14:48:21,0.3081733909787754
下跌中继，不要信人间四月天，也不要信最美是五,5842,16,2017-05-02 17:23:43,0.9780496893873627
开始涨了,14195,42,2017-04-21 22:28:25,0.6944444444444444
小学生的水平又发帖了，不会看盘就不要害人,4458,20,2017-05-02 14:41:13,0.011061488052661717
601198:东兴证券:华融证券股份有限公司关于“14,25853,4,2017-05-02 16:12:01,0.8118432088329415
老狗  你又蒙错了,7350,10,2017-04-27 10:42:02,0.38926530458635533
辩证看待强控的“金融风险”，银行在委外上，在,5484,5,2017-05-01 14:13:25,0.9985089527434395
20块钱加仓的“上海老梁”，赚的不老少了吧！,44153,230,2017-04-07 08:37:31,0.028641700540246617
妈的老梁又说5月3300了，nnd之前说3月3300，最,15084,102,2017-04-21 14:09:05,0.18808991650409113
为什么还不发复牌公告？,20734,15,2015-11-16 22:24:01,0.13493758401896272
老狗最近也不出来吹牛逼了。。,4207,10,2017-04-24 21:00:04,0.09861130611331037
股东协同强化，资本实力扩充,11336,5,2017-04-25 09:44:49,0.9980306229606861
超短王者下周重要机会提示贴，本周最后一贴，赠,10447,35,2017-04-21 15:23:04,0.5889161924356249
东兴证券拟10派1.50元,33232,8,2017-04-24 10:20:27,0.26810333045922374
老梁手里还会有东兴吗？用你们的脚趾头想想吧！,8226,23,2017-04-19 12:44:58,0.821830248849573
紧急告示：立即抢购处于历史低价的金钼股份6019,42096,48,2015-12-29 12:57:52,0.980208269416619
2016年业绩快报点评：业绩优于行业平均水平，“,18505,9,2017-04-21 21:13:08,0.9948881367283117
哈哈通知17.70到17.40买买,18697,66,2017-04-10 21:23:20,0.45618090930891475
跟老梁赌这个星期会不会破3200又把我拉黑了，记,7939,31,2017-04-17 11:24:09,0.3230290763661663
老梁今天又被大脸,4164,14,2017-04-19 10:28:33,0.5177398985326342
601198:东兴证券关于公司董事辞职的公告,17650,10,2017-04-20 20:07:50,0.1396911771762901
老梁终于闭嘴了[大笑],5064,11,2017-04-20 14:30:20,0.7748071419307768
对老梁有点无语。看看他的辩解，怎么说呢，是不,11722,85,2017-04-19 14:18:03,0.014829944168898157
平稳收官,8042,44,2017-04-20 15:12:46,0.5057188572171496
劵商算是股灾4.0了吧,6012,10,2017-04-20 13:40:08,0.39677626309735514
601198:东兴证券2016年度业绩快报公告,32216,11,2017-04-19 21:29:03,0.5898679045629389
今日盘中重要提示更新！！得此诗者得天下！！,5489,24,2017-04-19 12:27:01,0.23150397122632882
一波更比一波底，你割不割,9400,15,2017-04-14 14:54:02,0.5217874011024752
关于上海老梁，谈一点自己的看法。      有人告,10562,27,2017-04-15 21:31:04,0.3957626575066415
601198:东兴证券关于全资子公司东兴资本投资管,28179,16,2017-04-13 19:09:00,0.9820536261874463
601198:东兴证券非公开发行A股股票发行情况报告,35922,6,2016-10-17 20:02:28,0.267505785869078
601198:东兴证券2017年3月财务数据简报,36902,11,2017-04-11 20:14:17,0.2516612688907648
601198:东兴证券:海通证券股份有限公司关于东兴,32699,12,2017-04-10 16:29:29,0.7340227643977405
18元，全仓东兴，目标翻倍！！,11689,15,2017-03-31 17:25:10,0.23436605309955405
白富美同学，偶下周也要进了,11892,41,2017-04-01 15:46:57,0.9048964590353403
怎么办,12566,21,2017-03-31 13:55:02,0.3406113537117904
坚定挖潜价值投资才是财富____________________,58117,100,2016-09-02 11:02:43,0.9649155048304365
东兴证券(601198)大宗交易数据一览(03-30),49028,17,2017-03-30 18:39:19,0.22596319962749012
东兴证券(601198)大宗交易数据一览(03-28),37963,9,2017-03-28 18:16:45,0.22596319962749012
今日技术贴，非常重要！针对所有投资者！,8729,24,2017-03-29 15:31:07,0.9901140167682377
今日走势完美，继续努力！,8990,21,2017-03-24 15:07:23,0.981568287577418
601198:东兴证券关于收到中国证券监督管理委员,30793,5,2017-03-27 19:16:09,0.049269461867879505
一切利空已化解，开始反弹之旅。,28984,58,2017-02-06 13:18:36,0.8552289195831129
短线技术贴最后一贴，正式告别东兴！,16179,58,2017-03-20 22:08:17,0.9341152912329281
两市最烂股票 没有之一,7479,8,2016-07-07 10:03:58,0.07273409940776976
今日技术贴，重回二级市场，针对全体散户朋友！,7918,47,2017-03-23 15:31:09,0.8791298578491148
艹尼千百遍,2120,7,2017-03-21 13:19:51,0.8798221723758337
601198:东兴证券非公开发行2017年度次级债券(第,18950,19,2017-03-20 16:48:14,0.13285192878366248
东兴证券(601198)大宗交易数据一览(03-20),33275,7,2017-03-20 18:26:24,0.22596319962749012
最后劝一遍，如果真听不进去那就算了，能救一个,14053,31,2017-03-15 12:21:34,0.23922242188003062
今日技术贴,10496,43,2017-03-10 16:50:13,0.8708677374439624
《我的话，39家机构听就行》,13446,14,2015-12-24 12:13:45,0.5131995475553504
刘士余称正在论证沪伦通 券商股受益,39526,21,2017-03-09 09:15:12,0.7077287311905442
今日技术贴，只针对短线投资者！,5486,21,2017-03-08 15:15:50,0.9950063829647382
601198:东兴证券2017年2月财务数据简报,25755,8,2017-03-06 19:22:58,0.20609428717428668
601198:东兴证券2017年1月财务数据简报,39741,9,2017-02-07 19:13:08,0.2033940119443962
东兴证券(601198)解禁股信息(02-26),150517,240,2016-02-24 23:58:56,0.16514065494326113
东兴证券底部构建夯实，即将进入上升通道，持有,6369,9,2017-03-06 13:48:14,0.09505561178899125
601198:东兴证券关于收到上海证券交易所《关于,32965,8,2017-03-03 16:47:22,0.21082839844777612
明天此票会有中到大阳，先恭喜今天还持有的朋友,15446,53,2017-02-23 19:11:39,0.1339426732981126
华鑫证券借壳华鑫股份 将成最小盘券商！！！,9050,28,2017-02-03 09:43:48,0.28586285924919186
券商股再度走强 题材多点开花,277077,392,2015-11-10 11:04:45,0.7591766790943483
601198:东兴证券关于召开2017年第一次临时股东,29124,4,2017-02-17 19:47:51,0.27778356188622566
东兴证券,9794,6,2017-02-17 18:38:32,0.4737672181921908
股指期货估计是要放开了，券商最近一直在异动抢,8070,4,2017-02-16 14:57:56,0.6830341931263528
东兴全体员工后代活不过40岁的,6863,14,2017-02-06 09:47:38,0.282426525776845
东兴证券(601198)大宗交易数据一览(02-09),45953,6,2017-02-09 18:21:51,0.22596319962749012
专业提供股票资金批发，独立账户,18370,86,2016-03-18 14:02:38,0.9198319179230636
东兴证券(601198)大宗交易数据一览(01-16),46187,13,2017-01-16 18:06:57,0.22596319962749012
大股东AMC背景，定增提升资本实力,41636,16,2016-11-01 14:42:43,0.9987735273562537
东兴证券(601198)大宗交易数据一览(01-09),20385,13,2017-01-09 18:05:41,0.22596319962749012
东兴证券(601198)大宗交易数据一览(03-01),105308,185,2016-03-01 18:08:18,0.22596319962749012
东兴证券(601198)大宗交易数据一览(01-03),21357,9,2017-01-03 18:04:06,0.22596319962749012
东兴证券(601198)大宗交易数据一览(12-29),25049,9,2016-12-29 18:26:33,0.22596319962749012
601198:东兴证券关于全资子公司参股东方邦信金,36306,8,2016-12-28 18:33:47,0.3315520520281027
东兴证券(601198)大宗交易数据一览(03-07),90590,163,2016-03-07 18:05:36,0.22596319962749012
东兴证券,9114,9,2016-12-19 22:30:23,0.4737672181921908
证券股必将诞生百元股若干，券商为何狂泄不止，,11057,9,2016-12-17 23:06:05,0.6302159567174815
601198:东兴证券第三届监事会第十四次会议决议,26277,2,2016-12-08 16:53:51,0.22754843349688858
2016年三季报点评：定增落地 打开公司长期发展,38452,6,2016-10-28 15:20:06,0.8397363250492513
定增扩充资本实力，集团协同打造差异化发展,40099,4,2016-11-03 09:54:22,0.9991575771434372
东兴证券贴吧封笔贴，我以后绝不会在东兴证券出,15682,9,2016-07-30 21:00:58,0.17218711194501957
券商股中跌最惨的就数东兴了！为什么？,18012,24,2016-12-14 13:37:20,0.7004340143194302
个人还是非常看好未来调整好后的券商的，现在这,17568,35,2016-08-04 12:02:22,0.8565032629042512
601198:东兴证券关于完成非公开发行后变更注册,43153,11,2016-12-08 16:53:51,0.0631981383951612
行情尾声，注意风险！经济每况愈下，牛市没基础,13208,21,2015-12-15 11:12:41,0.9972142685143891
601198今年破新高，22.4以下闭着眼睛买就是,14410,24,2016-09-27 11:33:57,0.33448646045259056
601198:东兴证券2016年11月财务数据简报,28524,8,2016-12-06 18:39:44,0.16596550350466288
立将腾飞最快的证券股!,8326,10,2016-11-17 08:14:08,0.8124429376112349
东兴证券涨不上去的原因在哪里?,18230,14,2016-11-17 08:20:30,0.40634830422212553
继续买,7294,14,2016-11-30 15:13:00,0.50869658578484
601198:东兴证券关于向全资子公司东兴证券投资,57625,14,2016-11-21 16:05:29,0.7629722600018194
今天应该有根单针,4921,10,2016-11-30 09:30:58,0.419606149392892
东兴入选上证50指，看高,14804,8,2016-11-28 13:39:01,0.748404764317256
23.55买入东兴证券，迎接深港通,38527,48,2016-11-08 11:43:28,0.6141079416261174
惯例来一发：明日东兴走势预测,16841,14,2016-11-27 21:54:58,0.8205317411675707
周五买券商股票，押注10000股，专买的打压严重,10574,11,2016-11-26 08:02:33,0.9379132091925764
东兴证券具备高送转的可能性！,18335,14,2016-11-22 10:57:29,0.4973311094354381
下周券商起舞,12370,12,2016-11-25 19:00:35,0.44767845850986676
东兴证券为何在本轮行情中表现如此之差？,17691,6,2016-11-24 19:29:50,0.8679564555007954
深港通12.5开通，下周会不会连板五天[鼓掌],9102,6,2016-11-25 19:19:08,0.19711333154772614
明日走势分析及相应操作对策，记住22.8这个价,7701,6,2016-11-24 16:32:06,0.967128823022226
601198集AMC 举牌 业绩增长40倍 更名于一身,10669,12,2016-10-17 11:57:13,0.8154619628353726
这波深港预期炒作基本告一段落,28309,15,2016-11-20 19:29:16,0.25406384981934604
获利了结,7584,6,2016-11-14 19:38:14,0.23855419766144148
头寸建仓完毕，准备第二波,27051,32,2016-11-04 12:10:39,0.6682326542344069
现价卖出东兴证券，做个高抛低吸,9929,11,2016-11-11 13:29:19,0.5760149628787209
今日高点已出现，参考卖出,8140,8,2016-11-11 09:45:07,0.5571168127012387
本人预测000630下一个四川双马,6040,15,2016-11-10 09:47:54,0.6970946765162968
东兴证券拉升在即！,9980,19,2016-11-10 10:33:10,0.21790862445415582
俺骑了一头大红牛，西出函谷关，紫气却从东边来,2644,4,2016-11-11 08:40:33,0.5737011055230865
价高估位没戏了*明起全仓转000731四川美丰10年,208252,572,2016-01-25 17:02:01,0.26673046200419503
尾盘打到23、22的单子明细里怎么看不到，哪位知,5307,8,2016-11-08 22:14:53,0.16576743809096484
温州帮将入驻中海科技002401仟源医药300254目标,13883,11,2016-10-02 11:14:42,0.8602965259039039
周末看了一下，东兴怎么看怎么好看，大盘怎么看,17309,17,2016-11-06 00:56:21,0.9206255486824092
601198:东兴证券关于公司聘任副总经理的公告,22303,6,2016-11-07 18:40:39,0.07709409001270184
东兴证券母公司10月净利润环比增长143%,35610,15,2016-11-04 21:13:05,0.47597344388219964
不是不看好东兴，只是大盘要尿，先出来看看，只,4632,4,2016-11-04 11:14:51,0.03738855447020839
601198:东兴证券:2016年东兴证券股份有限公司债,38508,5,2016-11-04 19:51:35,0.8099448039511387
601198:东兴证券2016年10月财务数据简报,43361,6,2016-11-04 19:50:53,0.22241001018007567
601198:东兴证券:华融证券股份有限公司关于“14,39366,6,2016-11-04 16:06:39,0.8118432088329415
大盘今天是创了新高的，但60分钟macd红柱始终放,5496,5,2016-11-04 13:40:04,0.19466485350621165
完蛋，东兴没有深港通权限,13962,15,2016-11-03 21:07:02,0.6248920595763597
收个光头阳线对东兴来说就这么难吗？日,4698,5,2016-11-03 14:29:27,0.691631016162201
本应该悄悄的来，于心不忍。,24356,62,2016-10-28 00:36:59,0.5427333605738376
这货最近怎么老逆着大盘走，测试庄家控盘能力呢,5537,7,2016-11-02 11:10:45,0.8773239152398611
东兴证券,6793,7,2016-11-01 19:35:10,0.4737672181921908
东兴证券今日超大单流出排名第3名(11-01),16927,5,2016-11-01 16:03:40,0.28343967287449334
有意思,8833,36,2016-11-01 11:27:29,0.8369565217391306
今天这一洗，短期我看到25，不见不散,12914,18,2016-10-20 13:30:56,0.4238411572389368
601198:东兴证券2016年第三季度报告,36963,15,2016-10-27 20:11:57,0.5880616711832476
601198（东兴证券）走势推演图,325256,225,2015-12-26 14:56:30,0.43176712094748537
上海老梁又出来说翻倍了，看丫忽悠到几时！还收,14236,22,2016-10-10 14:07:53,0.03784072758696655
2016年三季报点评：股东资源丰富 投行逆势增长,28287,6,2016-10-28 15:04:03,0.9492323554803148
601198:东兴证券信息披露暂缓与豁免业务内部管,17307,4,2016-10-27 20:11:31,0.7211150368919106
唯一AMC系券商股，协同打造综合投行,93433,31,2016-03-29 14:28:25,0.9581064222706571
债转股带来的投资机会 那些股值得重点关注,11156,13,2016-10-15 16:27:22,0.9850573653756601
债转股行情拉开大幕 AMC正遭各路资金疯抢,9802,11,2016-10-16 07:42:43,0.9828767341085848
唯一全国四大AMC系券商,最纯正AMC标的:东兴证券,16104,10,2016-10-15 08:24:42,0.3324150158273569
